First Time: 1722563525.1834455; Last Time: 1722563597.934841; Total Time(s): 72.75139546394348;
First Time: 1722563597.9418433; Last Time: 1722563670.9512978; Total Time(s): 73.00945448875427;
First Time: 1722563670.978305; Last Time: 1722563744.58061; Total Time(s): 73.60230493545532;
First Time: 1722563744.5926144; Last Time: 1722563821.1178565; Total Time(s): 76.52524209022522;
First Time: 1722563821.1208558; Last Time: 1722563897.9397266; Total Time(s): 76.81887078285217;
First Time: 1722563897.9527311; Last Time: 1722563972.9756334; Total Time(s): 75.02290225028992;
First Time: 1722563972.9836373; Last Time: 1722564059.7947872; Total Time(s): 86.81114983558655;
First Time: 1722564059.8037915; Last Time: 1722564133.983548; Total Time(s): 74.17975640296936;
First Time: 1722564133.9885507; Last Time: 1722564207.0939555; Total Time(s): 73.1054048538208;
First Time: 1722567414.232242; Last Time: 1722567486.3755035; Total Time(s): 72.1432614326477;
First Time: 1722567486.3845065; Last Time: 1722567556.9264076; Total Time(s): 70.54190111160278;
First Time: 1722567639.4824178; Last Time: 1722567712.462899; Total Time(s): 72.98048114776611;
First Time: 1722567712.4749043; Last Time: 1722567805.7631435; Total Time(s): 93.28823924064636;
First Time: 1722567805.7711241; Last Time: 1722567928.327948; Total Time(s): 122.55682396888733;
First Time: 1722568009.16588; Last Time: 1722568107.101723; Total Time(s): 97.93584299087524;
First Time: 1722568107.1077259; Last Time: 1722568220.2946362; Total Time(s): 113.18691039085388;
First Time: 1722568220.3016386; Last Time: 1722568340.6193123; Total Time(s): 120.3176736831665;
First Time: 1722568912.469969; Last Time: 1722568937.6878963; Total Time(s): 25.21792721748352;
First Time: 1722568937.6978965; Last Time: 1722569067.6959453; Total Time(s): 129.99804878234863;
First Time: 1722569067.7159498; Last Time: 1722569188.9728692; Total Time(s): 121.25691938400269;
First Time: 1722569188.9768739; Last Time: 1722569309.9353635; Total Time(s): 120.95848965644836;
First Time: 1722569309.9403677; Last Time: 1722569434.0794363; Total Time(s): 124.13906860351562;
First Time: 1723261940.3678732; Last Time: 1723261994.4884849; Total Time(s): 54.12061166763306;
First Time: 1723261994.491595; Last Time: 1723262004.0058787; Total Time(s): 9.514283657073975;
First Time: 1723262174.8419816; Last Time: 1723262184.737474; Total Time(s): 9.895492315292358;
First Time: 1723262184.7424757; Last Time: 1723262239.184177; Total Time(s): 54.44170117378235;
First Time: 1723262239.1881797; Last Time: 1723262359.3295872; Total Time(s): 120.14140748977661;
First Time: 1723262359.3315876; Last Time: 1723262409.115091; Total Time(s): 49.78350353240967;
First Time: 1723262486.4974837; Last Time: 1723262501.0361397; Total Time(s): 14.538655996322632;
First Time: 1723262912.136751; Last Time: 1723263212.9203994; Total Time(s): 300.78364849090576;
First Time: 1723264017.686677; Last Time: 1723264322.2537897; Total Time(s): 304.5671126842499;
First Time: 1723264322.2867224; Last Time: 1723264353.8175876; Total Time(s): 31.53086519241333;
First Time: 1723264353.824589; Last Time: 1723264448.6443589; Total Time(s): 94.81976985931396;
First Time: 1723264448.6513605; Last Time: 1723264631.3744214; Total Time(s): 182.72306084632874;
First Time: 1723264631.3784294; Last Time: 1723264721.9290078; Total Time(s): 90.55057835578918;
First Time: 1723264721.934013; Last Time: 1723264825.6087902; Total Time(s): 103.6747772693634;
First Time: 1723264825.6137993; Last Time: 1723264912.1579375; Total Time(s): 86.5441381931305;
First Time: 1723264912.1609378; Last Time: 1723264939.9301696; Total Time(s): 27.76923179626465;
First Time: 1723264939.9342742; Last Time: 1723264963.1400127; Total Time(s): 23.20573854446411;
First Time: 1723750877.395166; Last Time: 1723750899.8893476; Total Time(s): 22.494181632995605;
First Time: 1723751146.0537577; Last Time: 1723751169.0810752; Total Time(s): 23.0273175239563;
First Time: 1723751169.087075; Last Time: 1723751266.9028118; Total Time(s): 97.81573677062988;
First Time: 1723751266.9068167; Last Time: 1723751294.3257105; Total Time(s): 27.418893814086914;
First Time: 1723751294.3277109; Last Time: 1723751383.2731683; Total Time(s): 88.9454574584961;
First Time: 1723751383.2751696; Last Time: 1723751493.8715804; Total Time(s): 110.59641075134277;
First Time: 1723751493.876582; Last Time: 1723751594.0274057; Total Time(s): 100.15082383155823;
First Time: 1723751594.030408; Last Time: 1723751666.8147368; Total Time(s): 72.78432893753052;
First Time: 1723751666.819776; Last Time: 1723751967.3388278; Total Time(s): 300.5190517902374;
First Time: 1723751967.344828; Last Time: 1723751988.6302211; Total Time(s): 21.285393238067627;
First Time: 1723752044.6203687; Last Time: 1723752071.1920826; Total Time(s): 26.57171392440796;
First Time: 1723752071.1991029; Last Time: 1723752209.699018; Total Time(s): 138.49991512298584;
First Time: 1723752209.7030132; Last Time: 1723752363.0959272; Total Time(s): 153.39291405677795;
First Time: 1723752363.10693; Last Time: 1723752492.4528332; Total Time(s): 129.34590315818787;
First Time: 1723752492.4548323; Last Time: 1723752792.6578898; Total Time(s): 300.2030575275421;
First Time: 1723752792.6598794; Last Time: 1723752896.2411234; Total Time(s): 103.5812439918518;
First Time: 1723752896.2441273; Last Time: 1723752927.310973; Total Time(s): 31.066845655441284;
First Time: 1723752927.3149734; Last Time: 1723753022.631972; Total Time(s): 95.31699872016907;
First Time: 1723753022.6339724; Last Time: 1723753050.6490653; Total Time(s): 28.015092849731445;
First Time: 1723753050.6570678; Last Time: 1723753078.9692137; Total Time(s): 28.312145948410034;
First Time: 1723753079.3043053; Last Time: 1723753238.8707013; Total Time(s): 159.5663959980011;
First Time: 1723753238.8767028; Last Time: 1723753321.41688; Total Time(s): 82.5401771068573;
First Time: 1723753321.4188797; Last Time: 1723753409.8610816; Total Time(s): 88.44220185279846;
First Time: 1723753409.86408; Last Time: 1723753502.749634; Total Time(s): 92.88555407524109;
First Time: 1723753502.7515123; Last Time: 1723753587.2886636; Total Time(s): 84.53715133666992;
First Time: 1723753587.2915227; Last Time: 1723753887.5017645; Total Time(s): 300.2102417945862;
First Time: 1723753887.5027654; Last Time: 1723753943.1733847; Total Time(s): 55.67061924934387;
First Time: 1723753943.3164196; Last Time: 1723754020.6164534; Total Time(s): 77.30003380775452;
First Time: 1723754020.6184576; Last Time: 1723754111.6401258; Total Time(s): 91.02166819572449;
First Time: 1723754111.6431265; Last Time: 1723754195.549483; Total Time(s): 83.90635657310486;
First Time: 1723754195.552385; Last Time: 1723754277.74266; Total Time(s): 82.19027495384216;
First Time: 1723754277.7445195; Last Time: 1723754360.4630718; Total Time(s): 82.71855235099792;
First Time: 1723754360.4650726; Last Time: 1723754447.9231699; Total Time(s): 87.45809721946716;
First Time: 1723755049.1777143; Last Time: 1723755350.2959423; Total Time(s): 301.1182279586792;
First Time: 1723755350.3009455; Last Time: 1723755445.5681546; Total Time(s): 95.26720905303955;
First Time: 1723755445.5711553; Last Time: 1723755745.7872646; Total Time(s): 300.21610927581787;
First Time: 1723756398.949544; Last Time: 1723756464.5260873; Total Time(s): 65.57654333114624;
First Time: 1723756464.5380917; Last Time: 1723756553.6491332; Total Time(s): 89.11104154586792;
First Time: 1723756553.65514; Last Time: 1723756648.9669206; Total Time(s): 95.31178069114685;
First Time: 1723756648.9718328; Last Time: 1723756720.2174501; Total Time(s): 71.24561738967896;
First Time: 1723756720.222454; Last Time: 1723756750.5157306; Total Time(s): 30.29327654838562;
First Time: 1723756750.5187294; Last Time: 1723756864.1422071; Total Time(s): 113.62347769737244;
First Time: 1723756864.1472075; Last Time: 1723757172.6599257; Total Time(s): 308.5127182006836;
First Time: 1723757172.663925; Last Time: 1723758400.2940626; Total Time(s): 1227.630137681961;
First Time: 1723758400.3000655; Last Time: 1723759932.1636164; Total Time(s): 1531.863550901413;
First Time: 1723759932.1876261; Last Time: 1723760123.3931875; Total Time(s): 191.20556139945984;
First Time: 1723760123.8553255; Last Time: 1723760297.1700063; Total Time(s): 173.31468081474304;
First Time: 1723760297.174887; Last Time: 1723760429.6163578; Total Time(s): 132.44147086143494;
First Time: 1723760429.6193564; Last Time: 1723760849.6118987; Total Time(s): 419.9925422668457;
First Time: 1723760849.615895; Last Time: 1723760918.0355742; Total Time(s): 68.41967916488647;
First Time: 1723769516.6488483; Last Time: 1723769543.4846256; Total Time(s): 26.835777282714844;
First Time: 1723769543.4906287; Last Time: 1723769581.8856006; Total Time(s): 38.39497184753418;
First Time: 1723769581.8906033; Last Time: 1723769607.936699; Total Time(s): 26.046095609664917;
First Time: 1723769743.1377933; Last Time: 1723769765.0803103; Total Time(s): 21.942517042160034;
First Time: 1723770387.283648; Last Time: 1723770523.6491363; Total Time(s): 136.36548829078674;
First Time: 1723770523.6601462; Last Time: 1723770626.3500636; Total Time(s): 102.68991732597351;
First Time: 1723771295.2243676; Last Time: 1723771414.8289762; Total Time(s): 119.6046085357666;
First Time: 1723863443.1144676; Last Time: 1723863512.7570148; Total Time(s): 69.64254713058472;
First Time: 1723863512.7630181; Last Time: 1723863583.498849; Total Time(s): 70.735830783844;
First Time: 1723863583.5078523; Last Time: 1723863654.9408793; Total Time(s): 71.43302702903748;
First Time: 1723863654.9438796; Last Time: 1723863725.6597748; Total Time(s): 70.71589517593384;
First Time: 1723863725.6657765; Last Time: 1723863795.132847; Total Time(s): 69.46707057952881;
First Time: 1723863795.134848; Last Time: 1723863864.5149257; Total Time(s): 69.38007760047913;
First Time: 1723863864.517926; Last Time: 1723863934.576584; Total Time(s): 70.05865812301636;
First Time: 1723863934.588587; Last Time: 1723864010.0921843; Total Time(s): 75.50359725952148;
First Time: 1723864010.0981889; Last Time: 1723864080.0538363; Total Time(s): 69.9556474685669;
First Time: 1723864080.0558374; Last Time: 1723864151.070757; Total Time(s): 71.01491951942444;
First Time: 1723864151.490861; Last Time: 1723864221.2134585; Total Time(s): 69.72259759902954;
First Time: 1723864221.2154589; Last Time: 1723864292.1573617; Total Time(s): 70.94190287590027;
First Time: 1723864292.1873713; Last Time: 1723864363.190737; Total Time(s): 71.00336575508118;
First Time: 1723864363.1977317; Last Time: 1723864434.842486; Total Time(s): 71.64475417137146;
First Time: 1723864434.8470447; Last Time: 1723864599.6665525; Total Time(s): 164.81950783729553;
First Time: 1723864599.851121; Last Time: 1723864740.287082; Total Time(s): 140.4359610080719;
First Time: 1723864740.3021033; Last Time: 1723864810.5715375; Total Time(s): 70.2694342136383;
First Time: 1723864810.5745413; Last Time: 1723864880.6932564; Total Time(s): 70.1187150478363;
First Time: 1723864880.711263; Last Time: 1723864951.3935466; Total Time(s): 70.68228363990784;
First Time: 1723864951.4025507; Last Time: 1723865022.8134537; Total Time(s): 71.41090297698975;
First Time: 1723865022.8164475; Last Time: 1723865093.4403512; Total Time(s): 70.62390375137329;
First Time: 1723865093.4493144; Last Time: 1723865233.0937674; Total Time(s): 139.64445304870605;
First Time: 1723865233.1025872; Last Time: 1723865299.3263817; Total Time(s): 66.22379446029663;
First Time: 1723865299.550439; Last Time: 1723865366.6089442; Total Time(s): 67.05850529670715;
First Time: 1723865366.6139472; Last Time: 1723865435.8214586; Total Time(s): 69.20751142501831;
First Time: 1723865435.8244607; Last Time: 1723865504.6433988; Total Time(s): 68.81893801689148;
First Time: 1723865504.6513996; Last Time: 1723865570.9191823; Total Time(s): 66.26778268814087;
First Time: 1723865570.9241848; Last Time: 1723865643.3555503; Total Time(s): 72.43136548995972;
First Time: 1723865643.3625526; Last Time: 1723865708.8511372; Total Time(s): 65.48858451843262;
First Time: 1723865708.8561437; Last Time: 1723865781.5505514; Total Time(s): 72.69440770149231;
First Time: 1723865781.557556; Last Time: 1723865850.343041; Total Time(s): 68.78548502922058;
First Time: 1723865850.605109; Last Time: 1723865918.506314; Total Time(s): 67.90120506286621;
First Time: 1723865918.5123255; Last Time: 1723865998.2324693; Total Time(s): 79.72014379501343;
First Time: 1723865998.235467; Last Time: 1723866140.1270363; Total Time(s): 141.89156937599182;
First Time: 1723866140.1320393; Last Time: 1723866213.8751273; Total Time(s): 73.74308800697327;
First Time: 1723866213.8811393; Last Time: 1723866281.4942935; Total Time(s): 67.61315417289734;
First Time: 1723866281.500295; Last Time: 1723866353.4094849; Total Time(s): 71.9091899394989;
First Time: 1723866353.6035514; Last Time: 1723866418.293906; Total Time(s): 64.69035458564758;
First Time: 1723866418.3009079; Last Time: 1723866489.651946; Total Time(s): 71.35103821754456;
First Time: 1723866489.6589468; Last Time: 1723866560.2309976; Total Time(s): 70.57205080986023;
First Time: 1723866560.234993; Last Time: 1723866625.5015137; Total Time(s): 65.26652073860168;
First Time: 1723866625.5085154; Last Time: 1723866694.8685718; Total Time(s): 69.36005640029907;
First Time: 1723866694.8755734; Last Time: 1723866761.6720083; Total Time(s): 66.79643487930298;
First Time: 1723866761.6789756; Last Time: 1723866829.8737483; Total Time(s): 68.19477272033691;
First Time: 1723867044.0687973; Last Time: 1723867113.8793046; Total Time(s): 69.81050729751587;
First Time: 1723867113.8873053; Last Time: 1723867186.0279906; Total Time(s): 72.14068531990051;
First Time: 1723867186.0539913; Last Time: 1723867258.0161295; Total Time(s): 71.96213817596436;
First Time: 1723867258.0181289; Last Time: 1723867330.0938716; Total Time(s): 72.07574272155762;
First Time: 1723867330.096874; Last Time: 1723867400.4345744; Total Time(s): 70.33770036697388;
First Time: 1723867400.4426124; Last Time: 1723867472.9428878; Total Time(s): 72.50027537345886;
First Time: 1723867472.9458888; Last Time: 1723867595.0822191; Total Time(s): 122.13633036613464;
First Time: 1723867595.0912216; Last Time: 1723867724.3377962; Total Time(s): 129.24657464027405;
First Time: 1723867724.3457966; Last Time: 1723867814.2110565; Total Time(s): 89.86525988578796;
First Time: 1723867814.2210596; Last Time: 1723867964.908083; Total Time(s): 150.68702340126038;
First Time: 1723867965.154144; Last Time: 1723868036.2160647; Total Time(s): 71.06192064285278;
First Time: 1723868036.2190661; Last Time: 1723868108.0682204; Total Time(s): 71.8491542339325;
First Time: 1723868108.0762246; Last Time: 1723868177.7668178; Total Time(s): 69.69059324264526;
First Time: 1723868177.7758148; Last Time: 1723868248.4826725; Total Time(s): 70.70685768127441;
First Time: 1723868248.4926763; Last Time: 1723868318.5323787; Total Time(s): 70.03970241546631;
First Time: 1723868318.5363858; Last Time: 1723868386.5665936; Total Time(s): 68.03020787239075;
First Time: 1723868386.572595; Last Time: 1723868456.682343; Total Time(s): 70.1097481250763;
First Time: 1723868457.0144286; Last Time: 1723868526.88111; Total Time(s): 69.86668133735657;
First Time: 1723868526.8841126; Last Time: 1723868596.4391532; Total Time(s): 69.55504059791565;
First Time: 1723868596.4431555; Last Time: 1723868666.6029038; Total Time(s): 70.15974831581116;
First Time: 1723868737.709809; Last Time: 1723868808.3316371; Total Time(s): 70.62182807922363;
First Time: 1723870333.7063627; Last Time: 1723870403.4439561; Total Time(s): 69.73759341239929;
First Time: 1723870403.4519584; Last Time: 1723870473.420651; Total Time(s): 69.96869254112244;
First Time: 1723870624.3863308; Last Time: 1723870697.115253; Total Time(s): 72.72892212867737;
First Time: 1723870697.1292543; Last Time: 1723870769.094496; Total Time(s): 71.96524167060852;
First Time: 1723870769.1064994; Last Time: 1723870842.7831209; Total Time(s): 73.67662143707275;
First Time: 1723870842.7901247; Last Time: 1723870911.0514011; Total Time(s): 68.26127648353577;
First Time: 1723870911.0594037; Last Time: 1723870981.1421268; Total Time(s): 70.08272314071655;
First Time: 1723871118.6190884; Last Time: 1723871188.4127383; Total Time(s): 69.7936499118805;
First Time: 1724050103.1067333; Last Time: 1724050177.827692; Total Time(s): 74.7209587097168;
First Time: 1724050482.8662307; Last Time: 1724050552.721765; Total Time(s): 69.85553431510925;
First Time: 1724050552.7257667; Last Time: 1724050623.2045836; Total Time(s): 70.47881698608398;
First Time: 1724050623.2275882; Last Time: 1724050690.758213; Total Time(s): 67.5306248664856;
First Time: 1724050690.7652466; Last Time: 1724050761.8642073; Total Time(s): 71.09896063804626;
First Time: 1724083424.5174248; Last Time: 1724083485.1517627; Total Time(s): 60.63433790206909;
First Time: 1724083485.1627672; Last Time: 1724083551.2889955; Total Time(s): 66.12622833251953;
First Time: 1724092409.5812166; Last Time: 1724092478.1254811; Total Time(s): 68.54426455497742;
First Time: 1724092478.1294818; Last Time: 1724092542.3012292; Total Time(s): 64.17174744606018;
First Time: 1724092542.311233; Last Time: 1724092607.5327673; Total Time(s): 65.22153425216675;
First Time: 1724092929.2417443; Last Time: 1724092998.235304; Total Time(s): 68.99355983734131;
First Time: 1724093052.195908; Last Time: 1724093121.442452; Total Time(s): 69.24654388427734;
First Time: 1724093121.4504533; Last Time: 1724093185.8827853; Total Time(s): 64.4323320388794;
First Time: 1724093185.8897865; Last Time: 1724093249.8754983; Total Time(s): 63.98571181297302;
First Time: 1724093577.4479797; Last Time: 1724093635.133105; Total Time(s): 57.68512535095215;
First Time: 1724093635.1391094; Last Time: 1724093703.931686; Total Time(s): 68.79257655143738;
First Time: 1724093703.937689; Last Time: 1724093773.9444916; Total Time(s): 70.00680255889893;
First Time: 1724094883.7526255; Last Time: 1724094949.9549456; Total Time(s): 66.20232009887695;
First Time: 1724094949.9619474; Last Time: 1724095020.6407833; Total Time(s): 70.67883586883545;
First Time: 1724095020.6457746; Last Time: 1724095091.9127905; Total Time(s): 71.26701593399048;
First Time: 1724095091.9157908; Last Time: 1724095157.886008; Total Time(s): 65.97021722793579;
First Time: 1724095311.8185782; Last Time: 1724095381.0515416; Total Time(s): 69.23296332359314;
First Time: 1724095453.4893527; Last Time: 1724095521.8466465; Total Time(s): 68.35729384422302;
First Time: 1724095521.8576484; Last Time: 1724095595.6423836; Total Time(s): 73.7847352027893;
First Time: 1724095595.6473854; Last Time: 1724095666.5048285; Total Time(s): 70.85744309425354;
First Time: 1724095666.5138333; Last Time: 1724095735.9294112; Total Time(s): 69.41557788848877;
First Time: 1724095735.9324143; Last Time: 1724095805.2300649; Total Time(s): 69.29765057563782;
First Time: 1724095805.2380662; Last Time: 1724095874.7606738; Total Time(s): 69.52260756492615;
First Time: 1724095874.762673; Last Time: 1724095944.638335; Total Time(s): 69.87566208839417;
First Time: 1724095944.6433384; Last Time: 1724096015.0210595; Total Time(s): 70.37772107124329;
First Time: 1724096111.2065792; Last Time: 1724096180.7636175; Total Time(s): 69.55703830718994;
First Time: 1724096180.7736232; Last Time: 1724096252.0176256; Total Time(s): 71.24400234222412;
First Time: 1724096252.023628; Last Time: 1724096319.7722683; Total Time(s): 67.74864029884338;
First Time: 1724096319.7852726; Last Time: 1724096405.366; Total Time(s): 85.5807273387909;
First Time: 1724096479.8584673; Last Time: 1724096549.432949; Total Time(s): 69.57448172569275;
First Time: 1724096549.4409523; Last Time: 1724096618.8824615; Total Time(s): 69.44150924682617;
First Time: 1724096618.8854625; Last Time: 1724096689.5022707; Total Time(s): 70.61680817604065;
First Time: 1724096689.5052712; Last Time: 1724096759.842076; Total Time(s): 70.33680486679077;
First Time: 1724096759.850085; Last Time: 1724096830.2768586; Total Time(s): 70.42677354812622;
First Time: 1724096830.2838588; Last Time: 1724096899.5003362; Total Time(s): 69.216477394104;
First Time: 1724096899.5033357; Last Time: 1724096969.8436458; Total Time(s): 70.34031009674072;
First Time: 1724096969.8466444; Last Time: 1724097041.0551865; Total Time(s): 71.20854210853577;
First Time: 1724097041.0591877; Last Time: 1724097110.839637; Total Time(s): 69.78044939041138;
First Time: 1724097110.8426373; Last Time: 1724097181.5894396; Total Time(s): 70.74680233001709;
First Time: 1724097182.2286005; Last Time: 1724097251.5305247; Total Time(s): 69.30192422866821;
First Time: 1724097251.5335283; Last Time: 1724097326.197047; Total Time(s): 74.66351866722107;
First Time: 1724097326.258066; Last Time: 1724097397.7181191; Total Time(s): 71.46005320549011;
First Time: 1724097397.7211223; Last Time: 1724097468.3369296; Total Time(s): 70.61580729484558;
First Time: 1724097468.358936; Last Time: 1724097538.3401928; Total Time(s): 69.98125672340393;
First Time: 1724097538.3451917; Last Time: 1724097608.985104; Total Time(s): 70.63991236686707;
First Time: 1724097608.9881053; Last Time: 1724097681.077093; Total Time(s): 72.08898758888245;
First Time: 1724097681.0820959; Last Time: 1724097750.4777226; Total Time(s): 69.39562678337097;
First Time: 1724097750.683775; Last Time: 1724097823.1038368; Total Time(s): 72.42006182670593;
First Time: 1724097823.1108434; Last Time: 1724097893.8763125; Total Time(s): 70.76546907424927;
First Time: 1724097893.882315; Last Time: 1724097964.1875968; Total Time(s): 70.3052818775177;
First Time: 1724097964.2026012; Last Time: 1724098034.2645674; Total Time(s): 70.06196618080139;
First Time: 1724098034.2705708; Last Time: 1724098104.0107434; Total Time(s): 69.74017262458801;
First Time: 1724098104.0137434; Last Time: 1724098176.232637; Total Time(s): 72.21889352798462;
First Time: 1724098176.2386405; Last Time: 1724098246.514541; Total Time(s): 70.27590036392212;
First Time: 1724098246.5215437; Last Time: 1724098315.9571483; Total Time(s): 69.43560457229614;
First Time: 1724098316.2042103; Last Time: 1724098387.128096; Total Time(s): 70.92388582229614;
First Time: 1724098387.1341019; Last Time: 1724098460.9554286; Total Time(s): 73.8213267326355;
First Time: 1724098460.963431; Last Time: 1724098532.7003355; Total Time(s): 71.73690462112427;
First Time: 1724098532.706337; Last Time: 1724098602.8418834; Total Time(s): 70.13554644584656;
First Time: 1724098602.8478918; Last Time: 1724098672.164444; Total Time(s): 69.31655216217041;
First Time: 1724098672.1684394; Last Time: 1724098741.7231429; Total Time(s): 69.5547034740448;
First Time: 1724098741.7351446; Last Time: 1724098814.8088665; Total Time(s): 73.07372188568115;
First Time: 1724098814.8148668; Last Time: 1724098883.2263544; Total Time(s): 68.4114875793457;
First Time: 1724098883.4184034; Last Time: 1724098954.9831116; Total Time(s): 71.56470823287964;
First Time: 1724098954.9901142; Last Time: 1724099024.4119277; Total Time(s): 69.42181348800659;
First Time: 1724099024.4149306; Last Time: 1724099096.1142569; Total Time(s): 71.69932627677917;
First Time: 1724099096.1232448; Last Time: 1724099167.6455004; Total Time(s): 71.5222556591034;
First Time: 1724099167.6524901; Last Time: 1724099242.1945596; Total Time(s): 74.54206943511963;
First Time: 1724099242.2095642; Last Time: 1724099314.2950792; Total Time(s): 72.08551502227783;
First Time: 1724099314.4851274; Last Time: 1724099384.4368007; Total Time(s): 69.95167326927185;
First Time: 1724099384.4418023; Last Time: 1724099451.8140101; Total Time(s): 67.37220788002014;
First Time: 1724099452.0090618; Last Time: 1724099525.3702471; Total Time(s): 73.36118531227112;
First Time: 1724099525.3752494; Last Time: 1724099595.5648255; Total Time(s): 70.18957614898682;
First Time: 1724099595.5678267; Last Time: 1724099663.0435467; Total Time(s): 67.47571992874146;
First Time: 1724099663.0495505; Last Time: 1724099732.515623; Total Time(s): 69.46607255935669;
First Time: 1724099732.5216324; Last Time: 1724099805.3361683; Total Time(s): 72.81453585624695;
First Time: 1724099805.3441732; Last Time: 1724099876.9424994; Total Time(s): 71.59832620620728;
